date,ethereum,binancecoin,solana,ripple,dogecoin
2020-01-31T00:00:00,341900535847.34485,6915243564.181896,0.0,54147315627.51784,1938280719.2610204
2020-02-29T00:00:00,744411720527.6626,10237578778.843111,0.0,85846385769.14886,3423424841.70447
2020-03-31T00:00:00,418332812965.2895,9754640512.994062,0.0,72326610320.46712,3690518029.96008
2020-04-30T00:00:00,392067324671.11676,11421797447.22767,381908212.1125673,61375421729.627914,4379382804.862656
2020-05-31T00:00:00,427572951007.1594,10260531724.007698,86419764.91113865,59549134962.368645,5662660835.844989
2020-06-30T00:00:00,234276504153.93765,5990741575.28555,52858009.60590844,37746423999.84605,3693586400.07212
2020-07-31T00:00:00,204415579795.08215,6207406656.821758,164981366.44068122,40519005742.43161,5364640234.066215
2020-08-31T00:00:00,365331307204.53503,8313347203.849255,467708822.5236091,77013862081.50412,4869723549.690724
2020-09-30T00:00:00,467796382663.4157,15778357257.878971,533882715.68911624,51910026150.776184,4181755716.22205
2020-10-31T00:00:00,312855681551.31903,11056219299.685804,352907390.3004526,43526743213.111824,2843669047.95728
2020-11-30T00:00:00,399871453707.38184,12279782761.606508,571772208.0315908,180446361415.49127,2697211256.13482
2020-12-31T00:00:00,446283210139.18616,15343408189.181808,460735077.8333175,266957240920.07297,4215377201.467035
2021-01-31T00:00:00,1344696753045.3132,21708926385.72488,2520857116.139014,150157193943.9169,59842759357.8236
2021-02-28T00:00:00,1063166950728.829,153000623088.46667,6927932868.404677,226580893690.05322,128821198110.43777
2021-03-31T00:00:00,924309813351.3357,116514613759.79778,6161227905.422486,123726761087.89436,43661490428.99731
2021-04-30T00:00:00,1154178713711.2808,204394753229.7217,23547838923.37195,421487386455.3622,332377840199.87506
2021-05-31T00:00:00,2082689275782.0027,177573996357.7916,34400252332.425156,301675263006.5806,455413638597.1264
2021-06-30T00:00:00,953341330414.1077,97390004531.93709,22787818873.970726,111864342785.19856,117989711698.93265
2021-07-31T00:00:00,658716644891.8528,43720625574.72642,14336406776.379272,69117275380.93617,57902928956.251465
2021-08-31T00:00:00,778842160075.904,60114310956.53297,47739211398.035774,168548098512.23956,90123440429.14679
2021-09-30T00:00:00,732395203049.0437,55634065706.91801,157413782144.4405,136026835382.24394,47683803868.92714
2021-10-31T00:00:00,656509977450.7109,62325861908.46247,90832429921.23885,141769036464.9873,88543627706.7348
2021-11-30T00:00:00,602398160500.2207,70656649047.27168,85973382759.13322,126469146999.87122,55538066264.18717
2021-12-31T00:00:00,646772254665.2506,50015779244.833885,72397300104.00948,109168202844.98392,43764597694.06174
2022-01-31T00:00:00,492216555882.7769,56714322266.86228,59577040144.496254,74349762198.16595,35901486602.01082
2022-02-28T00:00:00,426477110754.79504,35907060536.080124,52918118369.54,103572021514.09985,19843406094.25989
2022-03-31T00:00:00,427183548900.2143,42071255516.108986,54323296771.22647,105002082922.80591,19895548102.4523
2022-04-30T00:00:00,480108918594.44214,49563029288.64865,53730613511.14354,82467921744.77365,44581720429.56969
2022-05-31T00:00:00,591915245391.0476,63014638961.54976,52819088540.45987,96482771858.83241,23668032567.45686
2022-06-30T00:00:00,552269035724.8204,37611475647.892456,48500316087.93533,39568619866.61789,16986491968.430935
2022-07-31T00:00:00,518333317798.38525,34777108517.49632,39034647691.23548,387316338824.85657,12082182963.691563
2022-08-31T00:00:00,507174877239.36804,33523332349.17452,33319958785.443584,88829729532.98811,17139086246.81318
2022-09-30T00:00:00,468723477740.47577,19069431765.204075,25890492663.501614,56683018258.70396,10168831973.378252
2022-10-31T00:00:00,313357716637.1357,16106792940.719646,23636074614.035145,51584621058.84999,38354423049.00183
2022-11-30T00:00:00,431828757182.00433,41709005130.55069,43796721060.593666,48398464131.63269,66305973222.70647
2022-12-31T00:00:00,162822872970.4687,17665445933.65548,9406440824.589012,25537163841.48074,22268966388.969994
2023-01-31T00:00:00,241253046566.26193,18047298948.922173,34715019395.723305,34737746013.239975,21224048384.853416
2023-02-28T00:00:00,253826092904.58545,20188476503.67775,20398276343.162876,30329124881.52215,22295813044.33286
2023-03-31T00:00:00,473537786851.01526,23241139106.09124,19335525443.643967,58609628360.61486,16017930160.115488
2023-04-30T00:00:00,316523120856.7432,23118382489.23275,15605650785.916368,39408962922.21301,34388407940.265755
2023-05-31T00:00:00,224844592503.0186,15950377155.386665,10401979001.183714,30519866455.572643,9785502489.486332
2023-06-30T00:00:00,247739243133.6415,23240993950.498913,10934639343.216688,36810476843.67681,9797951041.9867
2023-07-31T00:00:00,232066777806.52313,18088934818.852184,18774224180.500793,55521935960.70953,17725326998.432114
2023-08-31T00:00:00,212924503202.04602,14008956191.189476,11367496828.628908,34730448768.03333,11733046199.439878
2023-09-30T00:00:00,213038651948.22037,11502942253.50812,8163572703.493583,22207350500.742977,6532869028.21354
2023-10-31T00:00:00,308617753104.7742,13042194676.049423,21495338444.3191,29536712896.70893,10097488228.713726
2023-11-30T00:00:00,510235458595.93933,25829050672.85975,66945782143.49439,43609914476.95048,28251441386.326126
2023-12-31T00:00:00,530635996663.91406,35006644695.947655,95043832671.01468,39730406536.11942,31276682852.24641
2024-01-31T00:00:00,528014624252.38184,34749547718.93263,83369119333.39636,35201414955.33368,16895776960.275171
2024-02-29T00:00:00,455133224800.88074,32955277898.374256,68932787661.97943,32148016880.76426,17269099700.14347
2024-03-31T00:00:00,691849462563.6752,99339975837.32437,183392457987.8331,72090525916.2935,102381551128.79176
