date,bitcoin,ethereum,tether,binance-usd,solana,usd-coin,ripple,dogecoin,cardano,shiba-inu
2015-07-24,79396118.75259325,0.0,26200.0,0.0,0.0,0.0,273903.47943118017,196115.8786540896,0.0,0.0
2015-07-25,54859994.56307408,0.0,10565.0,0.0,0.0,0.0,236290.7481751388,47176.156468350615,0.0,0.0
2015-07-26,40248392.33013304,0.0,8.0,0.0,0.0,0.0,229163.5183651141,78959.42381042661,0.0,0.0
2015-07-27,63540197.33148093,0.0,463.0,0.0,0.0,0.0,647154.0555785535,108958.76280674334,0.0,0.0
2015-07-28,63623601.6003042,0.0,7736.0,0.0,0.0,0.0,138517.44754761065,108329.36103666728,0.0,0.0
2015-07-29,52624701.46729341,0.0,244318.0,0.0,0.0,0.0,172808.71840395813,154033.9212228967,0.0,0.0
2015-07-30,43880110.29035656,0.0,233100.0,0.0,0.0,0.0,306977.94596879743,68676.76506348726,0.0,0.0
2015-07-31,63971590.58757594,0.0,255.0,0.0,0.0,0.0,400814.27749806433,136602.99809055406,0.0,0.0
2015-08-01,53533745.82603215,0.0,59655.0,0.0,0.0,0.0,193329.7295250124,155512.60066855076,0.0,0.0
2015-08-02,46165536.82286997,0.0,4403.0,0.0,0.0,0.0,212531.29808844425,47504.33151779682,0.0,0.0
2015-08-03,41411646.7104373,0.0,200.0,0.0,0.0,0.0,225601.40006540235,119250.6150116596,0.0,0.0
2015-08-04,48308760.90560098,0.0,4553.0,0.0,0.0,0.0,179249.4440010473,52861.94228228662,0.0,0.0
2015-08-05,43424335.531163365,0.0,111025.0,0.0,0.0,0.0,218338.2477794675,62873.320727798906,0.0,0.0
2015-08-06,41914107.67785419,0.0,12388.0,0.0,0.0,0.0,381038.5795669084,84177.64849718365,0.0,0.0
2015-08-07,47637462.16841643,90622.0,104034.0,0.0,0.0,0.0,361106.8080324967,97744.32542920033,0.0,0.0
2015-08-08,80056216.9967666,368070.0,1865.0,0.0,0.0,0.0,618992.3025390112,141485.03575341785,0.0,0.0
2015-08-09,67863178.91055241,0.0,1051.0,0.0,0.0,0.0,515287.9095965183,106433.35447547282,0.0,0.0
2015-08-10,60783290.21756031,400464.0745435489,361.0,0.0,0.0,0.0,467863.3477734523,59846.1379101913,0.0,0.0
2015-08-11,64124892.99653497,1518998.2053373822,387.0,0.0,0.0,0.0,280076.1766491129,110611.16666935112,0.0,0.0
2015-08-12,73043602.38810194,2073893.3450314845,2257.0,0.0,0.0,0.0,276176.4744414332,108202.36025949952,0.0,0.0
2015-08-13,57163446.795025095,4380142.704000345,2346.0,0.0,0.0,0.0,186776.80828034072,26721.00413702912,0.0,0.0
2015-08-14,61280618.55732058,4355618.378552116,586.0,0.0,0.0,0.0,398703.5799398523,29479.295229480387,0.0,0.0
2015-08-15,38131976.86865548,2519633.270818144,3700.0,0.0,0.0,0.0,152896.28340020854,15671.14468679238,0.0,0.0
2015-08-16,55868003.65302729,3032657.656405736,2368.0,0.0,0.0,0.0,285941.61993961467,28227.22039407031,0.0,0.0
2015-08-17,51730292.4009465,1880092.2147175823,135059.0,0.0,0.0,0.0,332949.9429336927,19521.50191796467,0.0,0.0
2015-08-18,49833133.79994442,1696013.472335737,38881.0,0.0,0.0,0.0,185652.0393933319,27198.96774839866,0.0,0.0
2015-08-19,143390129.28370252,1537200.8409894055,106894.0,0.0,0.0,0.0,484796.70557947777,32934.46556982286,0.0,0.0
2015-08-20,99655604.53121856,2967730.5022106003,107161.0,0.0,0.0,0.0,202471.4023500048,22377.626501072627,0.0,0.0
