date,bitcoin,ethereum,binancecoin,solana,ripple,cardano,avalanche-2,polkadot,chainlink,tron,dogecoin
2015-02-19T00:00:00,3329826479.07,0.0,0.0,0.0,439380755.35299,0.0,0.0,0.0,0.0,0.0,14168271.508325497
2015-02-20T00:00:00,3383185375.785,0.0,0.0,0.0,430893080.630848,0.0,0.0,0.0,0.0,0.0,14043418.403404746
2015-02-21T00:00:00,3384954726.9025,0.0,0.0,0.0,423681747.972186,0.0,0.0,0.0,0.0,0.0,14079461.305895532
2015-02-22T00:00:00,3266702003.4249988,0.0,0.0,0.0,419023099.440484,0.0,0.0,0.0,0.0,0.0,13773360.457557555
2015-02-23T00:00:00,3303312137.1225,0.0,0.0,0.0,425436718.309471,0.0,0.0,0.0,0.0,0.0,13835316.02826744
2015-02-24T00:00:00,3312404143.285,0.0,0.0,0.0,427510774.162626,0.0,0.0,0.0,0.0,0.0,13885689.813750245
2015-02-25T00:00:00,3294575196.45,0.0,0.0,0.0,427989402.436431,0.0,0.0,0.0,0.0,0.0,14009543.34667823
2015-02-26T00:00:00,3278687399.961783,0.0,0.0,0.0,424160376.245991,0.0,0.0,0.0,0.0,0.0,14005396.220873842
2015-02-27T00:00:00,3525782547.105,0.0,0.0,0.0,428659482.019758,0.0,0.0,0.0,0.0,0.0,14342974.5833118
2015-02-28T00:00:00,3522504178.955,0.0,0.0,0.0,415608884.420675,0.0,0.0,0.0,0.0,0.0,14231008.091558143
2015-03-01T00:00:00,3580465593.9375,0.0,0.0,0.0,391549836.524077,0.0,0.0,0.0,0.0,0.0,14363099.001620833
2015-03-02T00:00:00,3751796695.2874985,0.0,0.0,0.0,387529359.024115,0.0,0.0,0.0,0.0,0.0,14312857.418274656
2015-03-03T00:00:00,3901083285.089999,0.0,0.0,0.0,338007286.961091,0.0,0.0,0.0,0.0,0.0,14104284.992322491
2015-03-04T00:00:00,3796353842.947499,0.0,0.0,0.0,315990386.366061,0.0,0.0,0.0,0.0,0.0,14059711.406437024
2015-03-05T00:00:00,3822334889.7375,0.0,0.0,0.0,367937508.349697,0.0,0.0,0.0,0.0,0.0,13810911.00358276
2015-03-06T00:00:00,3788784931.469999,0.0,0.0,0.0,346941681.405451,0.0,0.0,0.0,0.0,0.0,13850802.017666264
2015-03-07T00:00:00,3834877371.4562297,0.0,0.0,0.0,337560567.238873,0.0,0.0,0.0,0.0,0.0,13822358.833760057
2015-03-08T00:00:00,3821054905.8,0.0,0.0,0.0,333795358.151607,0.0,0.0,0.0,0.0,0.0,13782366.853683824
2015-03-09T00:00:00,4027806171.9600015,0.0,0.0,0.0,341038599.361856,0.0,0.0,0.0,0.0,0.0,14034769.401847294
2015-03-10T00:00:00,4043022165.1175,0.0,0.0,0.0,322691182.199331,0.0,0.0,0.0,0.0,0.0,13704906.459467348
2015-03-11T00:00:00,4122115211.9,0.0,0.0,0.0,321670108.548547,0.0,0.0,0.0,0.0,0.0,14110525.062943518
2015-03-12T00:00:00,4095470764.185,0.0,0.0,0.0,330381143.131798,0.0,0.0,0.0,0.0,0.0,14005374.717923284
2015-03-13T00:00:00,4014523120.5749984,0.0,0.0,0.0,336284225.175393,0.0,0.0,0.0,0.0,0.0,13856093.866548069
2015-03-14T00:00:00,3924198780.6125,0.0,0.0,0.0,353642477.238721,0.0,0.0,0.0,0.0,0.0,14048975.49007999
2015-03-15T00:00:00,3977863688.6375,0.0,0.0,0.0,345505796.584036,0.0,0.0,0.0,0.0,0.0,13957425.77656962
2015-03-16T00:00:00,4046186762.512501,0.0,0.0,0.0,350132536.564151,0.0,0.0,0.0,0.0,0.0,14232081.963148177
2015-03-17T00:00:00,3967004055.1925,0.0,0.0,0.0,348345657.675279,0.0,0.0,0.0,0.0,0.0,14137909.455362145
2015-03-18T00:00:00,3566978130.845,0.0,0.0,0.0,336858579.103959,0.0,0.0,0.0,0.0,0.0,12922979.167017316
2015-03-19T00:00:00,3629235646.08,0.0,0.0,0.0,334752614.699217,0.0,0.0,0.0,0.0,0.0,13181321.925050246
2015-03-20T00:00:00,3642718765.4375,0.0,0.0,0.0,333157187.119867,0.0,0.0,0.0,0.0,0.0,13015294.656422662
2015-03-21T00:00:00,3623906198.45,0.0,0.0,0.0,324892872.258834,0.0,0.0,0.0,0.0,0.0,12910396.999198675
2015-03-22T00:00:00,3740905133.6624985,0.0,0.0,0.0,325371500.532639,0.0,0.0,0.0,0.0,0.0,13044561.46666189
2015-03-23T00:00:00,3717118257.44,0.0,0.0,0.0,328594264.242926,0.0,0.0,0.0,0.0,0.0,13490933.088858176
2015-03-24T00:00:00,3426730125.8925,0.0,0.0,0.0,312735714.1041869,0.0,0.0,0.0,0.0,0.0,12767257.317178398
2015-03-25T00:00:00,3443109527.925,0.0,0.0,0.0,291484618.747245,0.0,0.0,0.0,0.0,0.0,12852096.817252005
2015-03-26T00:00:00,3462026772.6875,0.0,0.0,0.0,279167917.834663,0.0,0.0,0.0,0.0,0.0,12963689.060181184
2015-03-27T00:00:00,3457360133.78,0.0,0.0,0.0,285039091.326671,0.0,0.0,0.0,0.0,0.0,12586160.70437458
2015-03-28T00:00:00,3526137495.545,0.0,0.0,0.0,282996944.0251029,0.0,0.0,0.0,0.0,0.0,12880285.24846278
2015-03-29T00:00:00,3384336375.9449987,0.0,0.0,0.0,282996944.025103,0.0,0.0,0.0,0.0,0.0,12457250.040748648
2015-03-30T00:00:00,3449082800.73,0.0,0.0,0.0,282996944.0251031,0.0,0.0,0.0,0.0,0.0,12459712.394418128
2015-03-31T00:00:00,3403299617.6200013,0.0,0.0,0.0,282996944.0251029,0.0,0.0,0.0,0.0,0.0,12303088.053864932
2015-04-01T00:00:00,3456621444.825,0.0,0.0,0.0,243813242.67626703,0.0,0.0,0.0,0.0,0.0,12477676.075119471
2015-04-02T00:00:00,3535619144.775,0.0,0.0,0.0,252364734.50158295,0.0,0.0,0.0,0.0,0.0,12553265.501982383
2015-04-03T00:00:00,3554522140.4999986,0.0,0.0,0.0,278306386.941814,0.0,0.0,0.0,0.0,0.0,12572282.10206807
2015-04-04T00:00:00,3551247974.375,0.0,0.0,0.0,282326864.441776,0.0,0.0,0.0,0.0,0.0,12459645.677992746
2015-04-05T00:00:00,3641795729.9099984,0.0,0.0,0.0,278105200.970779,0.0,0.0,0.0,0.0,0.0,12372449.97882108
2015-04-06T00:00:00,3582471422.0625,0.0,0.0,0.0,280422816.39906555,0.0,0.0,0.0,0.0,0.0,12171918.34045562
2015-04-07T00:00:00,3551882233.75,0.0,0.0,0.0,289232142.5257182,0.0,0.0,0.0,0.0,0.0,11945548.688303908
2015-04-08T00:00:00,3427768044.885,0.0,0.0,0.0,293224695.6406237,0.0,0.0,0.0,0.0,0.0,11494392.504596837
2015-04-09T00:00:00,3413570471.5539427,0.0,0.0,0.0,283560530.7044646,0.0,0.0,0.0,0.0,0.0,11392924.914903328
2015-04-10T00:00:00,3292518276.0975,0.0,0.0,0.0,269395739.1258977,0.0,0.0,0.0,0.0,0.0,11108341.993756434
2015-04-11T00:00:00,3319540687.6575,0.0,0.0,0.0,267648051.016108,0.0,0.0,0.0,0.0,0.0,11270668.171436995
2015-04-12T00:00:00,3309551885.795,0.0,0.0,0.0,274223910.6920947,0.0,0.0,0.0,0.0,0.0,11126641.840676866
2015-04-13T00:00:00,3146530899.9,0.0,0.0,0.0,262556376.77077368,0.0,0.0,0.0,0.0,0.0,10572994.90554381
2015-04-14T00:00:00,3063792222.9375,0.0,0.0,0.0,259619218.59819257,0.0,0.0,0.0,0.0,0.0,10120125.448732223
2015-04-15T00:00:00,3134965194.7125,0.0,0.0,0.0,252103635.05227557,0.0,0.0,0.0,0.0,0.0,10429463.011665594
2015-04-16T00:00:00,3205775569.775,0.0,0.0,0.0,256879071.93314448,0.0,0.0,0.0,0.0,0.0,10737647.29976804
2015-04-17T00:00:00,3127985665.9882746,0.0,0.0,0.0,256868602.1865945,0.0,0.0,0.0,0.0,0.0,10599570.456995614
2015-04-18T00:00:00,3136367731.6949987,0.0,0.0,0.0,250837686.9147055,0.0,0.0,0.0,0.0,0.0,10439627.844013762
2015-04-19T00:00:00,3133241391.63,0.0,0.0,0.0,247698001.7745728,0.0,0.0,0.0,0.0,0.0,10508777.041978706
2015-04-20T00:00:00,3157115506.425,0.0,0.0,0.0,253141762.36150447,0.0,0.0,0.0,0.0,0.0,10195954.857471164
2015-04-21T00:00:00,3304071908.9550014,0.0,0.0,0.0,253758961.8872989,0.0,0.0,0.0,0.0,0.0,10851266.990020324
2015-04-22T00:00:00,3292205018.715,0.0,0.0,0.0,256277248.2565056,0.0,0.0,0.0,0.0,0.0,10879105.187150028
2015-04-23T00:00:00,3312571610.275,0.0,0.0,0.0,255912772.1540684,0.0,0.0,0.0,0.0,0.0,10806295.485074228
2015-04-24T00:00:00,3254290910.1525,0.0,0.0,0.0,257825840.7576974,0.0,0.0,0.0,0.0,0.0,10335151.325405762
2015-04-25T00:00:00,3184369639.96,0.0,0.0,0.0,257598652.92649183,0.0,0.0,0.0,0.0,0.0,10248726.455862328
2015-04-26T00:00:00,3080176877.25,0.0,0.0,0.0,246265823.9089196,0.0,0.0,0.0,0.0,0.0,9821480.655130183
2015-04-27T00:00:00,3222813920.04,0.0,0.0,0.0,247561734.81113183,0.0,0.0,0.0,0.0,0.0,10351703.797983645
2015-04-28T00:00:00,3182408229.6824985,0.0,0.0,0.0,242870912.4387805,0.0,0.0,0.0,0.0,0.0,9784772.80107071
2015-04-29T00:00:00,3188139664.71,0.0,0.0,0.0,250556279.73993653,0.0,0.0,0.0,0.0,0.0,9773543.853623489
2015-04-30T00:00:00,3333116826.64,0.0,0.0,0.0,256139195.12071264,0.0,0.0,0.0,0.0,0.0,10192849.694294885
2015-05-01T00:00:00,3284896594.1999984,0.0,0.0,0.0,256125029.6895908,0.0,0.0,0.0,0.0,0.0,9827740.647975303
2015-05-02T00:00:00,3319854338.695,0.0,0.0,0.0,257189683.58407247,0.0,0.0,0.0,0.0,0.0,9708918.079558987
2015-05-03T00:00:00,3387421698.4,0.0,0.0,0.0,256463474.51551688,0.0,0.0,0.0,0.0,0.0,9009657.107141364
2015-05-04T00:00:00,3375292445.5799985,0.0,0.0,0.0,255824867.45247644,0.0,0.0,0.0,0.0,0.0,9007125.459945546
2015-05-05T00:00:00,3334246892.1125016,0.0,0.0,0.0,252483823.63603988,0.0,0.0,0.0,0.0,0.0,8788832.46521041
2015-05-06T00:00:00,3246886599.4,0.0,0.0,0.0,249313724.62940443,0.0,0.0,0.0,0.0,0.0,8628938.461073738
2015-05-07T00:00:00,3346205371.2500014,0.0,0.0,0.0,240077735.63587743,0.0,0.0,0.0,0.0,0.0,8832717.245114181
2015-05-08T00:00:00,3442447010.25,0.0,0.0,0.0,240527954.4870508,0.0,0.0,0.0,0.0,0.0,9109969.032349484
2015-05-09T00:00:00,3412425891.825,0.0,0.0,0.0,241273063.05518705,0.0,0.0,0.0,0.0,0.0,9139273.205354633
2015-05-10T00:00:00,3384490103.1,0.0,0.0,0.0,235114165.72285563,0.0,0.0,0.0,0.0,0.0,9038933.76431564
2015-05-11T00:00:00,3416925739.45,0.0,0.0,0.0,234844043.83817783,0.0,0.0,0.0,0.0,0.0,9034125.904647715
2015-05-12T00:00:00,3412239398.9250016,0.0,0.0,0.0,230163173.47900444,0.0,0.0,0.0,0.0,0.0,10933175.859235656
2015-05-13T00:00:00,3326910420.225,0.0,0.0,0.0,219592520.972918,0.0,0.0,0.0,0.0,0.0,11418890.953569924
2015-05-14T00:00:00,3344213288.0,0.0,0.0,0.0,210714098.67257413,0.0,0.0,0.0,0.0,0.0,11308198.753419314
2015-05-15T00:00:00,3348265270.1,0.0,0.0,0.0,212461067.3311169,0.0,0.0,0.0,0.0,0.0,11930212.867518682
2015-05-16T00:00:00,3333957591.325,0.0,0.0,0.0,210118100.5005639,0.0,0.0,0.0,0.0,0.0,11536784.84718621
2015-05-17T00:00:00,3335463662.775,0.0,0.0,0.0,201740385.33414832,0.0,0.0,0.0,0.0,0.0,11392465.380714318
2015-05-18T00:00:00,3284474808.525,0.0,0.0,0.0,183080908.39650664,0.0,0.0,0.0,0.0,0.0,11449976.259611426
2015-05-19T00:00:00,3276971294.950001,0.0,0.0,0.0,208495716.98236537,0.0,0.0,0.0,0.0,0.0,11839813.748914214
2015-05-20T00:00:00,3306688656.0,0.0,0.0,0.0,211463067.6964682,0.0,0.0,0.0,0.0,0.0,13150221.689808184
2015-05-21T00:00:00,3326079679.1249986,0.0,0.0,0.0,209290737.0340544,0.0,0.0,0.0,0.0,0.0,13166821.382567966
2015-05-22T00:00:00,3419033119.26,0.0,0.0,0.0,210272248.63621083,0.0,0.0,0.0,0.0,0.0,13961418.297024824
2015-05-23T00:00:00,3392690898.43522,0.0,0.0,0.0,215929079.80756143,0.0,0.0,0.0,0.0,0.0,13800130.078903006
2015-05-24T00:00:00,3424926508.0275016,0.0,0.0,0.0,217035577.89191103,0.0,0.0,0.0,0.0,0.0,14155938.737656465
2015-05-25T00:00:00,3371792792.55,0.0,0.0,0.0,220469369.1622466,0.0,0.0,0.0,0.0,0.0,14045221.292170975
2015-05-26T00:00:00,3373426620.6825,0.0,0.0,0.0,216357428.17934436,0.0,0.0,0.0,0.0,0.0,15953296.030614108
2015-05-27T00:00:00,3370470121.0375,0.0,0.0,0.0,220046435.0079409,0.0,0.0,0.0,0.0,0.0,18166714.644204143
2015-05-28T00:00:00,3374927913.962501,0.0,0.0,0.0,248212885.6652276,0.0,0.0,0.0,0.0,0.0,19135944.448019966
2015-05-29T00:00:00,3369940317.075,0.0,0.0,0.0,285999699.75165045,0.0,0.0,0.0,0.0,0.0,17457415.392615985
2015-05-30T00:00:00,3319341161.04,0.0,0.0,0.0,267399922.398064,0.0,0.0,0.0,0.0,0.0,16063206.216484249
2015-05-31T00:00:00,3266430207.375,0.0,0.0,0.0,263140957.97488916,0.0,0.0,0.0,0.0,0.0,15279410.25837943
2015-06-01T00:00:00,3176729202.67,0.0,0.0,0.0,242268219.27502665,0.0,0.0,0.0,0.0,0.0,14148765.178538952
2015-06-02T00:00:00,3212024675.365,0.0,0.0,0.0,250886640.73438555,0.0,0.0,0.0,0.0,0.0,15838911.335039672
2015-06-03T00:00:00,3208477948.985,0.0,0.0,0.0,254755081.88782787,0.0,0.0,0.0,0.0,0.0,15040584.85110238
2015-06-04T00:00:00,3189861690.38,0.0,0.0,0.0,250943265.2869725,0.0,0.0,0.0,0.0,0.0,14797522.044454211
2015-06-05T00:00:00,3197922617.155,0.0,0.0,0.0,253609873.06931528,0.0,0.0,0.0,0.0,0.0,15150963.91541572
2015-06-06T00:00:00,3205714609.215,0.0,0.0,0.0,251820141.62264457,0.0,0.0,0.0,0.0,0.0,15694689.759102557
2015-06-07T00:00:00,3181906060.795,0.0,0.0,0.0,251151818.2386933,0.0,0.0,0.0,0.0,0.0,15192897.555787563
2015-06-08T00:00:00,3254270843.1550016,0.0,0.0,0.0,255433126.7447384,0.0,0.0,0.0,0.0,0.0,15814011.019011527
2015-06-09T00:00:00,3266011479.8399987,0.0,0.0,0.0,255140875.88072008,0.0,0.0,0.0,0.0,0.0,16054174.30958481
2015-06-10T00:00:00,3258552454.57,0.0,0.0,0.0,255162493.3542771,0.0,0.0,0.0,0.0,0.0,15388416.539370071
2015-06-11T00:00:00,3271815631.7050014,0.0,0.0,0.0,256627305.50548056,0.0,0.0,0.0,0.0,0.0,15480022.323193444
2015-06-12T00:00:00,3280122726.235,0.0,0.0,0.0,257106720.03266045,0.0,0.0,0.0,0.0,0.0,15504398.306013832
2015-06-13T00:00:00,3310175113.435,0.0,0.0,0.0,258292724.5384992,0.0,0.0,0.0,0.0,0.0,16123803.059933929
2015-06-14T00:00:00,3324945178.735,0.0,0.0,0.0,259745779.49088973,0.0,0.0,0.0,0.0,0.0,16372118.514331833
2015-06-15T00:00:00,3375220318.155,0.0,0.0,0.0,273193636.0642683,0.0,0.0,0.0,0.0,0.0,16657423.19313534
2015-06-16T00:00:00,3564086480.705,0.0,0.0,0.0,296705209.1239787,0.0,0.0,0.0,0.0,0.0,19261695.987727266
2015-06-17T00:00:00,3524530310.6400013,0.0,0.0,0.0,304939077.9441567,0.0,0.0,0.0,0.0,0.0,18978988.63066863
2015-06-18T00:00:00,3536733401.1999984,0.0,0.0,0.0,325486107.1061301,0.0,0.0,0.0,0.0,0.0,20232501.334375
2015-06-19T00:00:00,3457685093.145,0.0,0.0,0.0,356025173.69104743,0.0,0.0,0.0,0.0,0.0,19936451.565241974
2015-06-20T00:00:00,3492955382.99,0.0,0.0,0.0,350561018.8776787,0.0,0.0,0.0,0.0,0.0,19991212.83464853
2015-06-21T00:00:00,3488836375.125,0.0,0.0,0.0,328232520.9661309,0.0,0.0,0.0,0.0,0.0,19751023.62784206
2015-06-22T00:00:00,3536683169.6000013,0.0,0.0,0.0,333882568.4888857,0.0,0.0,0.0,0.0,0.0,19776086.42005417
2015-06-23T00:00:00,3488498071.6,0.0,0.0,0.0,339444600.4205329,0.0,0.0,0.0,0.0,0.0,18645970.404449005
2015-06-24T00:00:00,3442040366.0175014,0.0,0.0,0.0,346955581.8918213,0.0,0.0,0.0,0.0,0.0,18227902.61771897
2015-06-25T00:00:00,3470729479.685,0.0,0.0,0.0,351131193.5633962,0.0,0.0,0.0,0.0,0.0,18449563.39124424
2015-06-26T00:00:00,3471728541.2025,0.0,0.0,0.0,358929329.2408043,0.0,0.0,0.0,0.0,0.0,18135926.97700069
2015-06-27T00:00:00,3589074420.225,0.0,0.0,0.0,367252301.55460274,0.0,0.0,0.0,0.0,0.0,19635731.5382886
2015-06-28T00:00:00,3557369715.93,0.0,0.0,0.0,366762164.5863097,0.0,0.0,0.0,0.0,0.0,18937761.32742587
2015-06-29T00:00:00,3672257830.226641,0.0,0.0,0.0,381465577.80622137,0.0,0.0,0.0,0.0,0.0,20015108.783298217
2015-06-30T00:00:00,3760650012.699992,0.0,0.0,0.0,363004527.032343,0.0,0.0,0.0,0.0,0.0,19818139.95540675
2015-07-01T00:00:00,3691294141.84,0.0,0.0,0.0,358000976.0777611,0.0,0.0,0.0,0.0,0.0,19102960.62892336
2015-07-02T00:00:00,3651410104.6425366,0.0,0.0,0.0,351969456.86451554,0.0,0.0,0.0,0.0,0.0,18976632.289369028
2015-07-03T00:00:00,3659678537.625,0.0,0.0,0.0,354149735.40350777,0.0,0.0,0.0,0.0,0.0,18950262.500725392
2015-07-04T00:00:00,3736024266.375,0.0,0.0,0.0,344245091.7283724,0.0,0.0,0.0,0.0,0.0,19157861.052638154
2015-07-05T00:00:00,3889432509.487961,0.0,0.0,0.0,319575483.4453703,0.0,0.0,0.0,0.0,0.0,19068905.8767094
2015-07-06T00:00:00,3855533497.75,0.0,0.0,0.0,314942121.3126551,0.0,0.0,0.0,0.0,0.0,18963823.23221247
2015-07-07T00:00:00,3810376692.04044,0.0,0.0,0.0,305226058.7983972,0.0,0.0,0.0,0.0,0.0,18798058.10023133
2015-07-08T00:00:00,3871966451.431392,0.0,0.0,0.0,299959071.4247548,0.0,0.0,0.0,0.0,0.0,18767469.06368098
2015-07-09T00:00:00,3862503903.2800016,0.0,0.0,0.0,282859469.4153367,0.0,0.0,0.0,0.0,0.0,19367834.3317186
2015-07-10T00:00:00,4095521056.4875,0.0,0.0,0.0,282047786.6173982,0.0,0.0,0.0,0.0,0.0,20188232.26853981
2015-07-11T00:00:00,4195301867.783395,0.0,0.0,0.0,271129154.75290906,0.0,0.0,0.0,0.0,0.0,19362556.13027887
2015-07-12T00:00:00,4459352692.658084,0.0,0.0,0.0,273613550.20559794,0.0,0.0,0.0,0.0,0.0,20534523.69909545
2015-07-13T00:00:00,4179711756.9,0.0,0.0,0.0,271816470.86304104,0.0,0.0,0.0,0.0,0.0,19954705.925498545
2015-07-14T00:00:00,4122384618.064999,0.0,0.0,0.0,274836281.3974372,0.0,0.0,0.0,0.0,0.0,19935486.22657124
2015-07-15T00:00:00,4084701354.030234,0.0,0.0,0.0,270522397.66088736,0.0,0.0,0.0,0.0,0.0,18522350.64200906
2015-07-16T00:00:00,3981564979.049999,0.0,0.0,0.0,258288766.46846184,0.0,0.0,0.0,0.0,0.0,17167220.154881638
2015-07-17T00:00:00,4007009432.32,0.0,0.0,0.0,255714508.03797415,0.0,0.0,0.0,0.0,0.0,17951743.682139274
2015-07-18T00:00:00,3951120257.4274974,0.0,0.0,0.0,257160449.70610628,0.0,0.0,0.0,0.0,0.0,17830778.98458118
2015-07-19T00:00:00,3926969933.4822383,0.0,0.0,0.0,257894135.8088965,0.0,0.0,0.0,0.0,0.0,16957663.385844745
2015-07-20T00:00:00,3993823954.025,0.0,0.0,0.0,253165018.6627545,0.0,0.0,0.0,0.0,0.0,17325498.478789758
2015-07-21T00:00:00,3961652068.233111,0.0,0.0,0.0,245650983.49147332,0.0,0.0,0.0,0.0,0.0,16879161.400920298
2015-07-22T00:00:00,3980470592.0700016,0.0,0.0,0.0,241241628.80090508,0.0,0.0,0.0,0.0,0.0,18351660.397962343
2015-07-23T00:00:00,3973299338.7,0.0,0.0,0.0,238559401.4655115,0.0,0.0,0.0,0.0,0.0,17786311.150839347
